"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.020135087E1,2.527281379E-3,-1.390142174E-2,-5.339092612E-3,1.510438968E-2
2.021133188E1,3.571422219E-3,-7.557868841E-3,-3.987801075E-4,8.368719356E-3
2.022131387E1,-5.294706307E-3,-5.237076972E-3,2.296786308E-3,7.793338016E-3
2.023129488E1,-1.103643910E-2,2.593747205E-3,-4.737998843E-3,1.228735715E-2
2.024127687E1,-4.351212951E-3,1.041554931E-2,-8.480216861E-3,1.411845599E-2
2.025125788E1,-7.275266742E-4,1.197360844E-2,-8.329943419E-3,1.460426484E-2
2.026123987E1,-1.763458571E-3,-6.075074337E-4,-4.588310122E-3,4.952922490E-3
2.027122088E1,-5.274408360E-3,-3.695029160E-3,9.182467461E-3,1.121562895E-2
2.028120287E1,-8.394420391E-3,6.963503938E-3,5.739626884E-3,1.232477170E-2
2.029118388E1,-1.140993914E-2,1.318339736E-2,-2.942903638E-3,1.768189353E-2
2.030116588E1,-9.629480245E-3,1.007376128E-2,1.950923502E-2,2.397535834E-2
2.031114687E1,-1.467895524E-3,1.923074767E-2,2.729246378E-2,3.341937989E-2
2.032112888E1,-9.559641421E-3,2.219016970E-2,-6.537771821E-3,2.503063794E-2
2.033110987E1,-2.702557379E-3,9.066541842E-3,-2.196798921E-3,9.712462245E-3
2.034109188E1,-6.533307609E-3,-7.591147721E-4,5.288221836E-3,8.439529237E-3
2.035107287E1,4.944281074E-3,3.116291855E-4,9.778883457E-3,1.096218910E-2
2.036105488E1,6.616645278E-3,1.189508216E-2,6.484562159E-4,1.362693912E-2
2.037103587E1,-6.115855812E-3,7.997131781E-3,7.085071206E-3,1.231081001E-2
2.038101788E1,-4.364115655E-3,3.242874937E-3,1.711538494E-2,1.795823334E-2
2.039099887E1,-7.738704834E-3,3.108443795E-3,6.038419604E-3,1.029623653E-2
2.040098088E1,-4.617960759E-3,-3.238672251E-3,-2.193875313E-3,6.052078024E-3
2.041096187E1,-9.113285306E-4,-4.628363550E-3,3.194918633E-3,5.697347971E-3
2.042094388E1,-8.168058342E-3,1.607888374E-3,1.099861264E-3,8.397152905E-3
2.043092487E1,-8.792244616E-3,7.540729190E-3,-5.036791563E-3,1.263073360E-2
2.044090688E1,-4.504171887E-3,-3.513308661E-4,7.238268256E-3,8.532498175E-3
2.045088787E1,-9.079496508E-3,-8.648945577E-4,-1.252122760E-2,1.549085020E-2
2.046086888E1,-7.327038012E-3,-2.724135546E-3,-2.674341023E-2,2.786245487E-2
2.047085087E1,-1.377996068E-2,1.907179020E-3,-1.207391560E-2,1.842020863E-2
2.048083188E1,-1.091260375E-2,9.637170704E-3,-2.044186592E-3,1.470165565E-2
2.049081388E1,-8.740304896E-3,1.623081998E-3,-3.091422915E-3,9.411919065E-3
2.050079487E1,-6.183384871E-3,1.175176143E-3,-2.790876031E-3,6.885076358E-3
2.051077688E1,-6.622972719E-3,7.621288290E-3,1.801585615E-2,2.065233342E-2
2.052075787E1,-1.140241770E-2,7.998927059E-3,2.564998090E-2,2.918765979E-2
2.053073988E1,-1.019091345E-2,-1.776201390E-3,1.382515669E-2,1.726686323E-2
2.054072087E1,-1.150240509E-2,1.287329393E-2,1.816612959E-2,2.506063215E-2
2.055070288E1,-4.819997477E-3,1.569282589E-2,2.445305586E-2,2.945248887E-2
2.056068387E1,-6.127426903E-3,6.455193604E-3,1.532262862E-2,1.771998399E-2
2.057066925E1,-1.051165492E-2,1.647425601E-3,5.592277050E-3,1.202008581E-2
2.058065025E1,-7.322526976E-3,-2.157960618E-3,4.095974565E-3,8.663325169E-3
2.059063225E1,-1.031191312E-3,-1.062763422E-3,7.838777304E-3,7.977421340E-3
2.060061325E1,-1.530091855E-4,4.868336935E-3,1.103369594E-3,4.994150656E-3
2.061059525E1,-1.111831725E-2,-8.362432010E-4,1.427597702E-2,1.811407743E-2
2.062057625E1,-5.077263546E-3,3.486493696E-3,1.158158004E-2,1.311744029E-2
2.063055825E1,-9.770066952E-3,1.069622023E-2,-2.340640426E-3,1.467453349E-2
2.064053925E1,-1.691107386E-2,4.323792136E-3,-7.879123092E-3,1.915098374E-2
2.065052025E1,-2.980646159E-3,5.399177321E-3,4.394182563E-3,7.572595834E-3
2.066050225E1,-2.285114718E-3,4.994581975E-3,-1.850877643E-2,1.930653784E-2
2.067048325E1,-6.763590262E-3,1.471090936E-3,-2.898640215E-2,2.980137198E-2
2.068046525E1,-5.902000751E-3,9.780984800E-3,-1.147282183E-2,1.619033407E-2
2.069044625E1,-1.213857302E-2,1.643796673E-2,-1.521445513E-2,2.547609369E-2
2.070042825E1,-6.584464465E-3,1.845675905E-2,-2.359760821E-2,3.067334739E-2
2.071040925E1,-1.409660340E-3,7.662109165E-3,-1.207216144E-2,1.436774655E-2
2.072039125E1,-3.232824464E-3,9.225111022E-3,5.204021931E-5,9.775302326E-3
2.073037225E1,-1.308699025E-2,3.055677242E-3,3.644569516E-3,1.392441612E-2
2.074035425E1,-1.315860608E-2,-4.104982931E-3,8.584882021E-3,1.623884227E-2
2.075033525E1,-1.234035791E-2,-7.815329055E-3,4.346235394E-2,4.585128147E-2
2.076031725E1,-7.475184986E-3,2.237272616E-3,3.882200360E-2,3.959838056E-2
2.077029825E1,-8.514514435E-3,3.298217920E-3,1.397309124E-2,1.669198839E-2
2.078028025E1,-9.583495092E-3,9.186204197E-3,3.178604901E-2,3.444680881E-2
2.079026125E1,-9.363692888E-3,1.317136489E-2,2.190717816E-2,2.722293248E-2
2.080024225E1,-3.342885165E-3,4.557406674E-3,-3.390215635E-3,6.590781356E-3
2.081022425E1,-1.256288558E-3,-8.237082325E-4,1.399823427E-3,2.053353798E-3
2.082020525E1,2.199060149E-3,5.366971954E-3,1.997993588E-3,6.134511543E-3
2.083018725E1,-5.065818649E-4,9.150166162E-3,3.794258237E-3,9.918596753E-3
2.084016825E1,-1.458163679E-3,4.516608641E-4,-1.386901081E-2,1.395276674E-2
2.085015025E1,-5.145643992E-3,5.386701738E-4,-3.690762520E-3,6.355276991E-3
2.086013125E1,6.852608410E-3,-1.000839581E-2,7.993143797E-4,1.215586822E-2
2.087011325E1,-3.014304765E-3,-4.350995393E-3,-9.229245186E-3,1.063936844E-2
2.088009425E1,-5.399870536E-3,-1.501843636E-3,-5.636715889E-3,7.949006361E-3
2.089007625E1,-8.513404949E-3,2.234952003E-3,-6.969881058E-4,8.829431844E-3
2.090005725E1,-1.528196306E-2,5.365638058E-3,-1.147574544E-2,1.984996726E-2
2.091003925E1,-9.338431660E-3,8.837184808E-3,-1.925955892E-2,2.315669991E-2
2.092002025E1,-5.768812713E-3,4.186355160E-3,2.295616865E-3,7.488299302E-3
2.093000125E1,-4.359594912E-3,-6.436322629E-4,-7.734112144E-3,8.901506666E-3
2.093998325E1,-1.197946137E-2,8.309953250E-3,-1.911045492E-2,2.403689466E-2
2.094996425E1,-1.156164241E-2,6.055627777E-3,3.043475747E-3,1.340167704E-2
2.095994625E1,-5.820784981E-3,1.572656158E-2,1.756386638E-2,2.428365045E-2
2.096992725E1,1.481178525E-4,1.522710430E-2,8.882505298E-3,1.762911072E-2
2.097990925E1,-9.968091133E-3,9.797736160E-3,2.160604656E-2,2.573285298E-2
2.098989025E1,-8.232196702E-3,1.033663474E-2,3.402962565E-2,3.650521199E-2
2.099987225E1,-5.928033423E-3,1.763388678E-2,2.519857585E-2,3.132193750E-2
2.100985325E1,-8.731807019E-3,6.239477028E-3,1.127752483E-2,1.556785450E-2
2.101983525E1,-3.484366657E-3,1.901002899E-3,1.248380542E-3,4.160898580E-3
2.102981625E1,1.455265767E-4,1.210525759E-2,1.052791178E-2,1.604354592E-2
2.103979825E1,2.031985098E-3,1.042482263E-2,-9.829169512E-3,1.447129792E-2
2.104977925E1,-4.095180851E-4,6.343712783E-3,-1.477006674E-2,1.607996481E-2
2.105976025E1,2.435610857E-4,2.438923898E-3,-1.162601888E-2,1.188158183E-2
2.106974225E1,-1.268326171E-4,3.579295403E-3,-2.479921103E-2,2.505650234E-2
2.107972325E1,-3.778901302E-3,2.690491215E-3,-1.117753744E-2,1.210190817E-2
2.108970525E1,-7.654213710E-3,1.766133215E-3,1.262238443E-2,1.486710472E-2
2.109968625E1,-1.030806789E-2,-3.672097111E-4,4.987090230E-3,1.145697061E-2
2.110966825E1,-9.746675806E-3,5.056270100E-3,-8.783102632E-3,1.406081251E-2
2.111964925E1,-9.138383223E-3,-7.352325507E-4,-1.597459316E-3,9.306045944E-3
2.112963125E1,-6.547938210E-3,1.483073160E-2,-5.189988613E-3,1.702239926E-2
2.113961225E1,-7.805208347E-3,7.437196928E-3,-1.447068930E-2,1.804533248E-2
2.114959425E1,-1.096491121E-2,4.873818699E-3,-8.782517910E-3,1.486996999E-2
2.115957525E1,-6.342907078E-3,3.218618128E-4,3.484940529E-4,6.360622087E-3
2.116955625E1,-9.019881746E-3,8.951854189E-3,2.143589258E-3,1.288754961E-2
2.117953825E1,2.106915682E-3,4.962582174E-3,-2.674633384E-2,2.728429382E-2
2.118951925E1,-3.962532995E-3,6.781842825E-3,-1.447185874E-2,1.646601820E-2
2.119950125E1,-3.141688413E-3,7.748981430E-3,3.491372466E-3,9.061269281E-3
2.120948225E1,-8.494020058E-3,1.083657168E-2,5.137948394E-3,1.469619598E-2
2.121946425E1,-7.278262869E-3,7.644398496E-3,6.037834883E-3,1.215999132E-2
2.122944525E1,-5.128089212E-3,2.344582728E-3,1.876079142E-2,1.958983568E-2
2.123942725E1,-1.586721910E-2,1.415200234E-2,1.037822306E-2,2.365914889E-2
2.124940825E1,-1.091238905E-2,1.297406704E-2,2.145343423E-3,1.708827519E-2
2.125939025E1,-4.143323307E-3,1.134418766E-2,9.929156899E-3,1.563476505E-2
2.126937125E1,-1.058959420E-2,-1.261797161E-3,1.591729045E-2,1.915963916E-2
2.127935225E1,-1.063508599E-2,5.747104925E-3,3.508329391E-4,1.209369062E-2
2.128933425E1,-3.302049445E-3,3.075735932E-3,1.157748699E-2,1.242585559E-2
2.129931525E1,-5.822383258E-3,4.177968060E-3,1.382223308E-2,1.556951159E-2
2.130929725E1,-6.269131662E-3,1.384505549E-2,-8.478462696E-4,1.522190582E-2
2.131927825E1,-4.283354986E-3,-4.131756783E-3,-1.222418904E-2,1.359593108E-2
2.132926025E1,-4.803777735E-3,3.195612989E-3,1.262413859E-2,1.388009719E-2
2.133924125E1,1.085606392E-3,9.900793335E-3,2.594994307E-3,1.029263063E-2
2.134922325E1,-1.441582368E-2,8.851716053E-3,-2.195395589E-2,2.771542943E-2
2.135920425E1,-1.277964027E-2,5.308677955E-3,-6.236055493E-3,1.517859200E-2
2.136918525E1,-1.393815071E-2,1.749870647E-4,1.996824145E-3,1.408154722E-2
2.137916725E1,-1.765167397E-2,1.732635065E-2,-1.491858602E-2,2.888508663E-2
2.138914825E1,-1.543857022E-2,1.075692164E-2,-9.080141187E-3,2.089281641E-2
2.139913025E1,-8.843163358E-3,1.226512869E-2,-6.234886050E-3,1.635569393E-2
2.140911125E1,-1.410938847E-2,1.201063320E-2,-2.794033527E-2,3.352599720E-2
2.141909325E1,-1.075092139E-2,-3.458536696E-5,-1.228423995E-1,1.233119565E-1
2.142907425E1,3.604007884E-3,8.170026639E-3,-1.331703365E-1,1.334693850E-1
2.143905625E1,-2.001632110E-4,2.464870918E-3,-1.081717354E-1,1.082000000E-1
2.144903725E1,-1.056140993E-2,4.608784514E-3,-1.723876119E-1,1.727723155E-1
2.145901825E1,-6.108987046E-3,3.792983727E-3,-1.490355867E-1,1.492089560E-1
2.146900025E1,-5.298325414E-3,3.664408936E-3,-1.313711482E-1,1.315290034E-1
2.147898125E1,-3.482747823E-5,8.183726482E-4,-1.276295149E-1,1.276321434E-1
2.148896325E1,-2.891066701E-3,8.331807218E-3,-8.077694535E-2,8.125695157E-2
2.149894425E1,-1.053984947E-2,9.348003049E-3,-5.188702226E-2,5.376557139E-2
2.150892625E1,-1.821543692E-2,1.648580883E-2,-1.087172806E-2,2.686593579E-2
2.151890725E1,-1.703065970E-2,8.234862210E-3,-8.477877975E-3,2.072994791E-2
2.152888925E1,-6.054912864E-3,9.427397274E-3,-1.760947466E-2,2.087178447E-2
2.153887025E1,-5.627717801E-3,7.677691081E-3,4.992352724E-3,1.074903408E-2
2.154885125E1,-1.187377295E-2,4.957210044E-3,-1.566527545E-2,2.027217972E-2
2.155883325E1,-1.190570765E-5,2.162994705E-3,-2.958574176E-2,2.966470636E-2
2.156880992E1,-1.473859227E-3,6.154948217E-3,-2.150196612E-2,2.241406245E-2
2.157879192E1,-4.202084398E-3,1.609758569E-2,-4.500367999E-2,4.798042300E-2
2.158877292E1,4.595874958E-3,1.287773416E-2,-6.910414875E-2,7.044388886E-2
2.159875492E1,2.676838195E-3,1.457561941E-2,-7.524138629E-2,7.668689820E-2
2.160873592E1,-1.519994101E-2,1.295180194E-2,-6.012341022E-2,6.335307283E-2
2.161871692E1,-1.921772848E-2,5.469247978E-4,-2.344967365E-2,3.032338057E-2
2.162869892E1,-2.230342752E-2,-6.282029226E-3,-1.836025715E-2,2.956358931E-2
2.163867992E1,-1.562362661E-2,1.076840593E-2,-2.135403156E-2,2.856660531E-2
2.164866192E1,-3.284778460E-3,8.998577096E-3,-2.225274861E-2,2.422702994E-2
2.165864292E1,-9.997101089E-3,5.306731928E-3,-1.536823690E-2,1.908628144E-2
2.166862492E1,-1.814792099E-2,1.300183218E-4,3.537565470E-2,3.975928679E-2
2.167860592E1,-1.973144292E-2,7.088602376E-3,3.851911783E-2,4.385545077E-2
2.168858792E1,6.974435491E-3,8.651869185E-4,2.384903848E-2,2.486298323E-2
2.169856892E1,3.471724908E-3,-6.603548429E-3,-1.566878378E-2,1.735426492E-2
2.170854992E1,-8.307264901E-3,4.512483613E-3,6.934797764E-3,1.172452893E-2
2.171853192E1,-1.851122723E-2,4.126476017E-3,3.642815351E-3,1.931226143E-2
2.172851292E1,-1.375103638E-2,-1.408484615E-3,-1.222418904E-2,1.845279459E-2
2.173849492E1,4.951175535E-4,-3.384487191E-3,8.731062412E-3,9.377171524E-3
2.174847592E1,-1.017118595E-2,-1.718588043E-3,-4.142167568E-3,1.111593993E-2
2.175845792E1,-2.412936679E-2,1.703423655E-2,-2.569617391E-2,3.914951992E-2
2.176843892E1,-1.171183705E-2,7.412889870E-3,3.657491863E-2,3.911320411E-2
2.177841992E1,-1.131584122E-2,5.254865298E-3,6.935967207E-3,1.427478592E-2
2.178840192E1,1.045201903E-2,2.195706679E-2,-2.629551351E-2,3.581635820E-2
2.179838292E1,-5.409906734E-3,1.182745546E-2,1.292293131E-2,1.833461064E-2
2.180836492E1,-9.861648967E-3,8.793682437E-3,-4.888857007E-3,1.408836023E-2
2.181834592E1,-1.661855319E-2,2.193987232E-2,9.332156181E-3,2.906240607E-2
2.182832792E1,5.481090874E-4,2.214057343E-2,1.098691821E-3,2.217459220E-2
2.183830892E1,3.274845046E-3,1.256920674E-2,-3.153344929E-2,3.410378267E-2
2.184828992E1,4.029740001E-3,-1.622890136E-3,2.908872843E-2,2.941133622E-2
2.185827192E1,-1.279824858E-2,8.598938179E-3,-3.857115805E-2,4.153879076E-2
2.186825292E1,-1.017307487E-2,-2.924932586E-4,1.756386638E-2,2.029941888E-2
2.187823492E1,-9.115026909E-3,7.290655654E-3,2.774386883E-2,3.009916333E-2
2.188821592E1,-6.982387475E-3,7.247208101E-3,-1.252239704E-2,1.606506109E-2
2.189819792E1,-7.959271059E-3,1.454968153E-2,-2.193875313E-3,1.672890663E-2
2.190817892E1,-9.110809376E-3,1.264759141E-2,2.669604778E-2,3.091354692E-2
2.191815992E1,-2.124988260E-2,1.029242431E-2,-1.611551106E-2,2.858673128E-2
2.192814192E1,-1.626273184E-2,-6.096339016E-3,-9.881794453E-5,1.736811911E-2
2.193812292E1,2.732773894E-3,-1.064871617E-2,3.943946958E-3,1.167980851E-2
2.194810492E1,8.902271627E-4,-5.132457493E-3,-1.536531329E-2,1.622428664E-2
2.195808592E1,-4.794624330E-3,3.933823965E-3,-1.072320879E-2,1.238751792E-2
2.196806792E1,-1.341334254E-2,-5.339540290E-3,-9.376010299E-3,1.721447117E-2
2.197804892E1,-3.385841644E-3,-2.314838673E-2,-9.377179742E-3,2.520403205E-2
2.198802992E1,5.996375611E-3,-2.118015912E-2,-2.015476763E-2,2.984577557E-2
2.199801192E1,-3.877830023E-3,-8.102431912E-3,-8.437532187E-4,9.022133233E-3
2.200799292E1,-1.182232773E-2,-9.099976039E-3,1.068403244E-2,1.835008300E-2
2.201797492E1,-2.017131114E-2,2.357112215E-2,2.002671361E-3,3.108842687E-2
2.202795592E1,6.937687111E-4,2.280351978E-2,-7.128925323E-3,2.390195401E-2
2.203793792E1,2.037264722E-3,1.730799587E-2,-3.836358190E-3,1.784474188E-2
2.204791892E1,-8.506051961E-3,2.007498968E-2,1.936597824E-2,2.916160565E-2
2.205789992E1,-8.784292060E-3,1.870826698E-2,3.583173752E-2,4.136515990E-2
2.206788192E1,-4.313549231E-3,1.253120898E-2,2.602010965E-3,1.350586415E-2
2.207786292E1,-3.589079211E-3,4.341945914E-3,-2.104939163E-2,2.179015539E-2
2.208784492E1,6.554913185E-3,5.635825102E-3,-2.539094925E-2,2.682218700E-2
2.209782592E1,-2.482593234E-2,2.910791460E-2,3.358699143E-2,5.090858083E-2
2.210780792E1,-3.844120368E-2,3.245350868E-2,2.999387741E-2,5.857123055E-2
2.211778892E1,-1.733886735E-2,3.342819384E-2,1.098224044E-2,3.922614013E-2
2.212776992E1,-1.052154951E-2,3.338359969E-2,-1.446542680E-2,3.787368882E-2
2.213775192E1,-1.636793376E-2,3.160215864E-2,-4.709815264E-2,5.903254753E-2
2.214773292E1,-1.192293296E-2,1.553339333E-2,8.736324906E-3,2.144215501E-2
2.215771492E1,-2.749988690E-2,1.297548773E-2,3.103994429E-2,4.345210240E-2
2.216769592E1,-9.963408792E-3,1.754593644E-2,-4.560009599E-2,4.986479875E-2
2.217767792E1,-4.018096390E-3,1.259189211E-2,6.491578817E-3,1.472553704E-2
2.218765892E1,4.738014832E-5,9.589639236E-3,-2.703869462E-2,2.868892526E-2
2.219763992E1,4.348096910E-3,7.621055315E-3,-2.928461015E-2,3.057081652E-2
2.220762192E1,3.775778409E-3,5.076803877E-3,1.741827071E-2,1.853177257E-2
2.221760292E1,-9.074356212E-3,-8.469979665E-3,-2.389640093E-2,2.692809822E-2
2.222758492E1,1.782677866E-3,-3.188322242E-2,5.004924238E-2,5.936871630E-2
2.223756592E1,2.780265390E-3,-1.584229991E-2,1.382398725E-2,2.120874738E-2
2.224754792E1,-6.197435890E-3,-3.123202076E-2,2.034831047E-4,3.184161958E-2
2.225752892E1,-6.840602774E-3,-2.689926594E-2,1.816729903E-2,3.317250531E-2
2.226750992E1,6.854692622E-3,-1.946771523E-2,-2.194927812E-2,3.012888244E-2
2.227749192E1,-3.156955699E-3,-1.421865603E-2,-1.296853960E-2,1.950178371E-2
2.228747292E1,1.029634834E-2,-3.334668457E-2,1.701539755E-3,3.494154259E-2
2.229745492E1,-1.670251898E-2,-8.917017574E-3,-2.868527055E-2,3.437051191E-2
2.230743592E1,-2.536322751E-2,-3.158981554E-2,-3.886468828E-2,5.613976977E-2
2.231741692E1,-2.636089497E-2,-5.468544485E-3,1.337725997E-2,3.006248238E-2
2.232739892E1,-2.600298828E-2,1.333045484E-2,-5.173791826E-2,5.941942957E-2
2.233737992E1,-1.538947874E-2,4.614631729E-3,-8.392216265E-2,8.544624197E-2
2.234736192E1,-2.921503971E-2,2.076649146E-2,2.998978436E-2,4.673492140E-2
2.235734292E1,-3.542041331E-2,3.184194474E-2,2.250593305E-2,5.267857388E-2
2.236732492E1,-2.542653961E-2,5.590274379E-2,1.981095135E-2,6.452983397E-2
2.237730592E1,-1.951767466E-3,2.586261399E-2,-1.596523762E-2,3.045608331E-2
2.238728692E1,7.099398026E-3,3.302850011E-2,1.993900537E-4,3.378347271E-2
2.239726892E1,-5.549988662E-3,3.354325608E-2,4.585269570E-2,5.708259022E-2
2.240724992E1,-1.271533003E-3,3.004102059E-2,1.861110270E-2,3.536174286E-2
2.241723192E1,1.809354646E-2,2.290226463E-2,-2.000741780E-2,3.538625320E-2
2.242721292E1,2.662427321E-2,1.637876824E-2,2.669487834E-2,4.110635599E-2
2.243719392E1,3.213022160E-4,4.389251716E-2,5.977550089E-2,7.416041265E-2
2.244717592E1,-1.485869774E-2,3.151773490E-2,6.157176554E-2,7.074765596E-2
2.245715692E1,1.772284212E-3,1.642526731E-2,6.337212324E-3,1.769436796E-2
2.246713892E1,-1.401170457E-2,5.669478569E-3,-1.761415243E-2,2.321054110E-2
2.247711992E1,4.622523186E-3,-2.522296971E-2,1.993900537E-3,2.572045025E-2
2.248710192E1,-2.798935595E-2,-2.321646111E-3,3.342970133E-2,4.366164241E-2
2.249708292E1,-2.483108977E-2,-1.909337465E-2,9.629779458E-3,3.276999584E-2
2.250706392E1,-3.323519005E-2,-9.301549662E-3,-1.536823690E-2,3.777935136E-2
2.251704592E1,-1.821856153E-2,-5.068238620E-3,7.083901763E-3,2.019367948E-2
2.252702692E1,-1.997612834E-2,-1.818520613E-2,-7.928649008E-2,8.376213306E-2
2.253700892E1,-1.826078253E-2,-2.234975757E-2,-1.671718955E-2,3.335314481E-2
2.254698992E1,-2.248470034E-2,-4.233832723E-2,-9.830923676E-3,4.893610899E-2
2.255697092E1,-8.630851186E-3,-1.272420364E-2,3.484940529E-4,1.537915468E-2
2.256695363E1,-3.878519812E-4,-2.099223966E-2,-5.443699300E-2,5.834561477E-2
2.257693463E1,7.061151298E-3,-1.107340218E-2,-2.614640951E-2,2.925943991E-2
2.258691663E1,-4.796931240E-3,3.594991523E-3,5.588183999E-3,8.195261666E-3
2.259689763E1,-4.122433215E-3,1.222235265E-2,-1.087757528E-2,1.687311482E-2
2.260687963E1,1.203819277E-2,1.572733817E-2,9.329817295E-3,2.189321223E-2
2.261686063E1,6.877417392E-3,4.007513501E-2,-1.686570883E-2,4.402008008E-2
2.262684162E1,7.868102461E-3,5.387327116E-2,3.492717326E-2,6.468495817E-2
2.263682363E1,-5.042722147E-3,5.985074725E-2,8.103129923E-2,1.008643269E-1
2.264680462E1,-7.169655977E-3,6.182845831E-2,-5.069477499E-2,8.027529156E-2
2.265678663E1,-1.780793510E-2,4.175343208E-2,6.546308756E-2,7.966107880E-2
2.266676762E1,-2.186653773E-2,2.765496374E-2,5.109413981E-2,6.207699747E-2
2.267674863E1,-1.932740717E-2,7.668603228E-2,6.202434003E-2,1.005052982E-1
2.268673062E1,2.053830387E-2,6.413364999E-2,-5.323714435E-2,8.584369823E-2
2.269671163E1,-2.981280102E-2,-8.632422625E-3,-3.408166587E-2,4.609643992E-2
2.270669362E1,-2.248744579E-2,-1.425858155E-2,1.516475379E-2,3.064248886E-2
2.271667463E1,-1.678985034E-2,-5.427780256E-2,7.654122233E-2,9.532333209E-2
2.272665663E1,1.045640901E-2,-5.116717062E-2,-2.048706490E-1,2.114223230E-1
2.273663762E1,-1.355143276E-2,-2.799719945E-2,-5.981993973E-2,6.742336165E-2
2.274661863E1,-4.404891647E-2,8.334717122E-3,1.156169951E-1,1.240042907E-1
2.275660062E1,-8.297431072E-2,3.727590842E-2,1.457710862E-2,9.212340465E-2
2.276658163E1,-5.510054006E-3,-2.332202163E-2,-8.777840137E-3,2.552112586E-2
2.277656362E1,2.257083257E-2,-1.168827802E-2,-1.764327157E-1,1.782542047E-1
2.278654463E1,-3.209635800E-2,-1.445348569E-2,2.055881023E-2,4.076449587E-2
2.279652563E1,-3.621214001E-2,-6.072328430E-2,8.897181809E-2,1.136425130E-1
2.280650763E1,-3.045890464E-2,2.506673028E-2,4.047559619E-2,5.651866706E-2
2.281648863E1,2.704450529E-2,-6.266401629E-3,-8.706270218E-2,9.138154719E-2
2.282647063E1,4.201002435E-2,2.977948103E-2,-2.943780720E-2,5.931478845E-2
2.283645163E1,-2.382313258E-2,2.408061106E-2,1.157620060E-1,1.206161661E-1
2.284643262E1,-4.310640926E-2,3.458990769E-2,3.403605759E-2,6.490822328E-2
2.285641463E1,1.099146922E-2,-1.424944984E-2,3.688131273E-2,4.103767105E-2
2.286639562E1,5.624168586E-2,-1.431265459E-2,-3.691931963E-2,6.878237763E-2
2.287637763E1,1.695412512E-2,-6.205755039E-3,-1.153591329E-1,1.167633645E-1
2.288635862E1,-6.535014037E-2,1.302855578E-2,1.784821647E-1,1.905157926E-1
2.289634063E1,-1.264177389E-2,-3.360024360E-2,-8.026472926E-3,3.678607188E-2
2.290632162E1,-1.917037060E-3,-1.634878299E-2,3.628138840E-2,3.984089458E-2
2.291630263E1,5.764073728E-2,-9.405593555E-3,-2.042701399E-1,2.124551949E-1
2.292628462E1,-7.815203432E-4,8.081642319E-3,7.549749434E-2,7.593283459E-2
2.293626563E1,-5.119261972E-2,1.864847006E-2,-3.002954543E-2,6.221111916E-2
2.294624762E1,-9.663469470E-3,1.854443987E-2,4.840909839E-2,5.273252980E-2
2.295622863E1,2.789700649E-2,4.125220693E-2,-1.195434004E-1,1.295013982E-1
2.296620963E1,3.879433896E-2,4.600911786E-2,-3.392203689E-2,6.908360332E-2
2.297619162E1,2.222831136E-2,4.998812984E-2,1.278142869E-2,5.618074287E-2
2.298617263E1,-1.508055960E-2,4.843723811E-2,-3.990724683E-2,6.454593452E-2
2.299615462E1,-5.137305429E-3,4.811373634E-2,-8.900514722E-2,1.013076491E-1
2.300613563E1,1.748128588E-2,5.362564615E-2,8.762695849E-2,1.042103120E-1
2.301611663E1,-3.355993435E-3,5.979813145E-2,-2.389230788E-2,6.448194780E-2
2.302609863E1,-1.963039801E-2,2.147583637E-2,-8.706211746E-2,9.179529601E-2
2.303607963E1,-7.201678847E-2,-1.828714868E-2,2.290804607E-1,2.408291824E-1
2.304606163E1,-4.257322542E-2,1.359666760E-2,6.921583056E-2,8.239041263E-2
2.305604263E1,7.745123638E-3,3.489513234E-3,8.268898487E-2,8.312419541E-2
2.306602362E1,5.854928039E-2,-5.718692025E-2,-1.674461299E-1,1.863774893E-1
2.307600563E1,-8.389983360E-2,-4.753849823E-2,-1.550260592E-1,1.825709996E-1
2.308598662E1,-6.248479456E-2,-8.197546011E-2,3.040715861E-1,3.210667456E-1
2.309596863E1,-5.787296310E-2,-7.499120769E-2,1.567819780E-1,1.831762804E-1
2.310594962E1,-1.486604787E-2,-8.922739623E-2,-3.576964009E-1,3.689569661E-1
2.311593063E1,3.629456291E-2,-4.477012027E-2,-1.056825757E-2,5.859476968E-2
2.312591262E1,-8.891687253E-2,1.828457225E-2,1.160695696E-1,1.473522337E-1
2.313589363E1,-9.942835730E-2,2.591692457E-2,1.098984182E-2,1.033366432E-1
2.314587562E1,-1.074301052E-2,-3.267958579E-3,1.232552129E-1,1.237656630E-1
2.315585663E1,3.908685050E-2,4.236217291E-2,-2.345049226E-1,2.414847704E-1
2.316583763E1,6.188503469E-3,1.827998127E-2,1.876780808E-2,2.691999091E-2
2.317581963E1,-2.922878752E-2,3.095929840E-2,5.574501514E-2,7.014489925E-2
2.318580063E1,-3.978694037E-2,5.697182951E-2,-3.122003853E-2,7.618058012E-2
2.319578262E1,3.583455149E-2,5.656481762E-2,4.032766163E-2,7.816657832E-2
2.320576363E1,7.990081318E-2,4.289706524E-2,-5.832305253E-2,1.078233584E-1
2.321574462E1,4.682812091E-2,4.367247912E-2,-9.589667559E-2,1.153097165E-1
2.322572663E1,7.019453341E-3,3.874438182E-3,-4.948966384E-2,5.013492618E-2
2.323570762E1,-7.151466797E-3,1.475844083E-2,-2.882969677E-2,3.316785295E-2
