"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.610128800E1,-9.325607300E-2,1.348695374E-1,9.797575836E0,9.798947839E0
2.611130900E1,-8.876541138E-2,1.417552185E-1,9.809550934E0,9.810976677E0
2.612133000E1,-9.011260986E-2,1.434017944E-1,9.795180817E0,9.796644915E0
2.613135100E1,-9.280700684E-2,1.369651794E-1,9.804611206E0,9.806007011E0
2.614137200E1,-8.666976929E-2,1.475930786E-1,9.808652802E0,9.810146031E0
2.615139300E1,-8.921447754E-2,1.451980591E-1,9.789342957E0,9.790826177E0
2.616141400E1,-1.007405090E-1,1.441502380E-1,9.802216187E0,9.803793659E0
2.617143500E1,-8.996292114E-2,1.404080200E-1,9.805359650E0,9.806777534E0
2.618145600E1,-8.681945801E-2,1.466949463E-1,9.804311829E0,9.805793566E0
2.619147700E1,-9.340576172E-2,1.481918335E-1,9.793384552E0,9.794951069E0
2.620149800E1,-9.265731812E-2,1.510359192E-1,9.802814941E0,9.804416250E0
2.621151900E1,-8.966354370E-2,1.486408997E-1,9.797126770E0,9.798664532E0
2.622154000E1,-9.235794067E-2,1.456471252E-1,9.790690155E0,9.792208984E0
2.623156200E1,-8.277786255E-2,1.447489929E-1,9.798773346E0,9.800192015E0
2.624158300E1,-9.445358276E-2,1.468446350E-1,9.800719299E0,9.802274410E0
2.625160500E1,-9.026229858E-2,1.471440125E-1,9.796378326E0,9.797899109E0
2.626162600E1,-9.131011963E-2,1.442999268E-1,9.801168365E0,9.802655831E0
2.627164800E1,-8.292755127E-2,1.398092651E-1,9.804461517E0,9.805808955E0
2.628166900E1,-9.310638428E-2,1.417552185E-1,9.808203735E0,9.809669916E0
2.629169100E1,-9.639953613E-2,1.434017944E-1,9.803862762E0,9.805385358E0
2.630171200E1,-8.143066406E-2,1.498384094E-1,9.796677704E0,9.798161896E0
2.631173300E1,-9.160949707E-2,1.520837402E-1,9.800868988E0,9.802476967E0
2.632175500E1,-8.891510010E-2,1.457968140E-1,9.796827393E0,9.798315649E0
2.633177700E1,-9.131011963E-2,1.378633118E-1,9.795180817E0,9.796576497E0
2.634179800E1,-9.415420532E-2,1.393601990E-1,9.795031128E0,9.796474931E0
2.635182000E1,-8.981323242E-2,1.389111328E-1,9.804311829E0,9.805707172E0
2.636184100E1,-9.101074219E-2,1.420545959E-1,9.793983307E0,9.795436258E0
2.637186300E1,-9.430389404E-2,1.502874756E-1,9.782307587E0,9.783916459E0
2.638188300E1,-8.876541138E-2,1.402583313E-1,9.796677704E0,9.798083779E0
2.639190500E1,-9.624984741E-2,1.380130005E-1,9.800569611E0,9.802013891E0
2.640192700E1,-9.340576172E-2,1.431024170E-1,9.803114319E0,9.804603678E0
2.641194800E1,-9.205856323E-2,1.440005493E-1,9.789342957E0,9.790834819E0
2.642196900E1,-8.921447754E-2,1.398092651E-1,9.792935486E0,9.794339757E0
2.643199100E1,-9.789642334E-2,1.445993042E-1,9.804461517E0,9.806016434E0
2.644201200E1,-9.235794067E-2,1.451980591E-1,9.805659027E0,9.807168879E0
2.645203300E1,-8.966354370E-2,1.435514832E-1,9.801318054E0,9.802779309E0
2.646205400E1,-9.160949707E-2,1.396595764E-1,9.792187042E0,9.793611396E0
2.647207600E1,-8.756790161E-2,1.407073975E-1,9.788594513E0,9.789997408E0
2.648209700E1,-8.681945801E-2,1.378633118E-1,9.793983307E0,9.795338326E0
2.649211800E1,-8.936416626E-2,1.432521057E-1,9.798174591E0,9.799629199E0
2.650214000E1,-9.026229858E-2,1.478924561E-1,9.792785797E0,9.794318411E0
2.651216100E1,-9.430389404E-2,1.453477478E-1,9.799222412E0,9.800754005E0
2.652218200E1,-9.669891357E-2,1.351689148E-1,9.802515564E0,9.803924352E0
2.653220200E1,-8.427474976E-2,1.321751404E-1,9.803862762E0,9.805115887E0
2.654222300E1,-8.592132568E-2,1.401086426E-1,9.791139221E0,9.792518581E0
2.655224400E1,-9.460327148E-2,1.514849854E-1,9.795480194E0,9.797108232E0
2.656226500E1,-9.774673462E-2,1.429527283E-1,9.795031128E0,9.796561882E0
2.657228600E1,-9.355545044E-2,1.444496155E-1,9.798473969E0,9.799985226E0
2.658230700E1,-8.891510010E-2,1.375639343E-1,9.790241089E0,9.791611221E0
2.659232800E1,-9.310638428E-2,1.468446350E-1,9.794731750E0,9.796274915E0
2.660234900E1,-8.906478882E-2,1.511856079E-1,9.796228638E0,9.797800016E0
2.661237000E1,-9.490264893E-2,1.440005493E-1,9.808203735E0,9.809719832E0
2.662239100E1,-9.580078125E-2,1.432521057E-1,9.808802490E0,9.810316266E0
2.663241200E1,-8.547225952E-2,1.546284485E-1,9.798623657E0,9.800216377E0
2.664243300E1,-9.430389404E-2,1.431024170E-1,9.793384552E0,9.794883997E0
2.665245500E1,-8.981323242E-2,1.440005493E-1,9.799372101E0,9.800841604E0
2.666247600E1,-8.846603394E-2,1.434017944E-1,9.802665253E0,9.804113237E0
2.667249800E1,-9.505233765E-2,1.401086426E-1,9.798773346E0,9.800235939E0
2.668252000E1,-9.086105347E-2,1.368154907E-1,9.798174591E0,9.799550986E0
2.669254100E1,-9.400451660E-2,1.428030396E-1,9.793234863E0,9.794727084E0
2.670256300E1,-9.460327148E-2,1.404080200E-1,9.800719299E0,9.802181542E0
2.671258400E1,-9.580078125E-2,1.395098877E-1,9.799072723E0,9.800534018E0
2.672260500E1,-9.415420532E-2,1.390608215E-1,9.800120544E0,9.801559346E0
2.673262600E1,-9.101074219E-2,1.448986816E-1,9.789193268E0,9.790688608E0
2.674264700E1,-8.562194824E-2,1.426533508E-1,9.796078949E0,9.797491713E0
2.675266800E1,-1.004411316E-1,1.420545959E-1,9.789941711E0,9.791487458E0
2.676268900E1,-8.637039185E-2,1.407073975E-1,9.797725525E0,9.799116485E0
2.677271000E1,-8.891510010E-2,1.429527283E-1,9.799521790E0,9.800967742E0
2.678273100E1,-8.891510010E-2,1.437011719E-1,9.804311829E0,9.805768015E0
2.679275200E1,-9.295669556E-2,1.402583313E-1,9.802814941E0,9.804258979E0
2.680277300E1,-8.831634521E-2,1.359173584E-1,9.797725525E0,9.799066219E0
2.681279300E1,-9.131011963E-2,1.345701599E-1,9.797875214E0,9.799224733E0
2.682281500E1,-8.891510010E-2,1.420545959E-1,9.798324280E0,9.799757349E0
2.683283500E1,-8.876541138E-2,1.477427673E-1,9.802066498E0,9.803581736E0
2.684285600E1,-9.924362183E-2,1.420545959E-1,9.791139221E0,9.792672570E0
2.685287700E1,-9.789642334E-2,1.493893433E-1,9.799521790E0,9.801149330E0
2.686289700E1,-8.921447754E-2,1.457968140E-1,9.801318054E0,9.802808349E0
2.687291800E1,-9.295669556E-2,1.336720276E-1,9.796378326E0,9.797731241E0
2.688293900E1,-9.340576172E-2,1.387614441E-1,9.789792023E0,9.791220926E0
2.689296000E1,-9.145980835E-2,1.454974365E-1,9.799222412E0,9.800729273E0
2.690298000E1,-8.666976929E-2,1.502874756E-1,9.802216187E0,9.803751330E0
2.691300000E1,-9.505233765E-2,1.440005493E-1,9.808952179E0,9.810469609E0
2.692302017E1,-8.247848511E-2,1.495390320E-1,9.810598755E0,9.812085026E0
2.693304217E1,-9.385482788E-2,1.468446350E-1,9.809700623E0,9.811248564E0
2.694306317E1,-8.382568359E-2,1.399589539E-1,9.787397003E0,9.788756578E0
2.695308417E1,-7.888595581E-2,1.324745178E-1,9.798024902E0,9.799237954E0
2.696310517E1,-9.116043091E-2,1.420545959E-1,9.794881439E0,9.796335649E0
2.697312517E1,-8.023315430E-2,1.389111328E-1,9.799072723E0,9.800385702E0
2.698314717E1,-8.831634521E-2,1.442999268E-1,9.804760895E0,9.806220396E0
2.699316817E1,-9.026229858E-2,1.435514832E-1,9.792037354E0,9.793505493E0
2.700318917E1,-8.726852417E-2,1.432521057E-1,9.799970856E0,9.801406314E0
2.701321017E1,-9.310638428E-2,1.426533508E-1,9.794282684E0,9.795763986E0
2.702323117E1,-9.340576172E-2,1.511856079E-1,9.796528015E0,9.798139766E0
2.703325317E1,-9.729766846E-2,1.462458801E-1,9.794731750E0,9.796306690E0
2.704327517E1,-9.565109253E-2,1.405577087E-1,9.794731750E0,9.796207208E0
2.705329617E1,-9.041198730E-2,1.339714050E-1,9.795031128E0,9.796364502E0
2.706331817E1,-9.355545044E-2,1.459465027E-1,9.796078949E0,9.797612759E0
2.707334017E1,-9.145980835E-2,1.474433899E-1,9.804910583E0,9.806445635E0
2.708336217E1,-8.831634521E-2,1.396595764E-1,9.795031128E0,9.796424826E0
2.709338317E1,-9.520202637E-2,1.456471252E-1,9.804162140E0,9.805706082E0
2.710340517E1,-9.699829102E-2,1.444496155E-1,9.790241089E0,9.791787117E0
2.711342617E1,-9.011260986E-2,1.444496155E-1,9.801168365E0,9.802646954E0
2.712344817E1,-9.370513916E-2,1.437011719E-1,9.789642334E0,9.791145373E0
2.713346917E1,-1.017883301E-1,1.434017944E-1,9.794132996E0,9.795711617E0
2.714349017E1,-9.669891357E-2,1.425036621E-1,9.790241089E0,9.791755642E0
2.715351117E1,-9.744735718E-2,1.413061523E-1,9.797126770E0,9.798630331E0
2.716353317E1,-8.681945801E-2,1.407073975E-1,9.805659027E0,9.807052827E0
2.717355517E1,-9.131011963E-2,1.538800049E-1,9.798174591E0,9.799808259E0
2.718357617E1,-1.013392639E-1,1.448986816E-1,9.804162140E0,9.805756500E0
2.719359717E1,-9.699829102E-2,1.369651794E-1,9.792037354E0,9.793475566E0
2.720361917E1,-8.726852417E-2,1.389111328E-1,9.796378326E0,9.797751804E0
2.721363917E1,-9.505233765E-2,1.428030396E-1,9.804311829E0,9.805812464E0
2.722366017E1,-8.921447754E-2,1.429527283E-1,9.795031128E0,9.796480465E0
2.723368217E1,-8.846603394E-2,1.390608215E-1,9.796677704E0,9.798064002E0
2.724370317E1,-8.906478882E-2,1.380130005E-1,9.803862762E0,9.805238661E0
2.725372417E1,-8.577163696E-2,1.405577087E-1,9.793833618E0,9.795217720E0
2.726374517E1,-9.086105347E-2,1.522334290E-1,9.795180817E0,9.796785084E0
2.727376517E1,-8.726852417E-2,1.410067749E-1,9.808503113E0,9.809904792E0
2.728378617E1,-9.355545044E-2,1.336720276E-1,9.788444824E0,9.789804539E0
2.729380717E1,-8.966354370E-2,1.345701599E-1,9.795779572E0,9.797114172E0
2.730382817E1,-8.622070312E-2,1.423539734E-1,9.789492645E0,9.790907257E0
2.731385017E1,-9.789642334E-2,1.404080200E-1,9.799671478E0,9.801166217E0
2.732387117E1,-9.160949707E-2,1.336720276E-1,9.806407471E0,9.807746326E0
2.733389217E1,-9.535171509E-2,1.426533508E-1,9.801467743E0,9.802969542E0
2.734391217E1,-8.921447754E-2,1.381626892E-1,9.802066498E0,9.803446118E0
2.735393417E1,-8.547225952E-2,1.371148682E-1,9.798773346E0,9.800105361E0
2.736395517E1,-9.071136475E-2,1.420545959E-1,9.807305603E0,9.808753807E0
2.737397617E1,-9.714797974E-2,1.462458801E-1,9.802066498E0,9.803638774E0
2.738399617E1,-9.086105347E-2,1.474433899E-1,9.796378326E0,9.797909144E0
2.739401617E1,-9.415420532E-2,1.411564636E-1,9.800270233E0,9.801738968E0
2.740403717E1,-8.741821289E-2,1.445993042E-1,9.811945953E0,9.813400751E0
2.741405817E1,-9.071136475E-2,1.466949463E-1,9.806257782E0,9.807774449E0
2.742407917E1,-8.936416626E-2,1.450483704E-1,9.795330505E0,9.796811966E0
2.743409917E1,-9.550140381E-2,1.330732727E-1,9.808652802E0,9.810020326E0
2.744412017E1,-9.056167603E-2,1.414558411E-1,9.798623657E0,9.800063099E0
2.745414017E1,-8.966354370E-2,1.347198486E-1,9.805359650E0,9.806695001E0
2.746416017E1,-9.175918579E-2,1.437011719E-1,9.789342957E0,9.790827610E0
2.747418117E1,-9.789642334E-2,1.357676697E-1,9.800419922E0,9.801849173E0
2.748420117E1,-8.906478882E-2,1.434017944E-1,9.800719299E0,9.802172994E0
2.749422217E1,-8.861572266E-2,1.460961914E-1,9.793085175E0,9.794575748E0
2.750424317E1,-9.460327148E-2,1.356179810E-1,9.798923035E0,9.800318089E0
2.751426517E1,-9.460327148E-2,1.339714050E-1,9.800419922E0,9.801792120E0
2.752428617E1,-8.996292114E-2,1.407073975E-1,9.796378326E0,9.797801805E0
2.753430717E1,-9.340576172E-2,1.354682922E-1,9.800120544E0,9.801501874E0
2.754432817E1,-9.175918579E-2,1.435514832E-1,9.799970856E0,9.801451706E0
2.755434917E1,-8.741821289E-2,1.423539734E-1,9.807904358E0,9.809326913E0
2.756437017E1,-8.921447754E-2,1.420545959E-1,9.801168365E0,9.802603739E0
2.757439117E1,-9.101074219E-2,1.389111328E-1,9.802665253E0,9.804071874E0
2.758441117E1,-9.340576172E-2,1.396595764E-1,9.803862762E0,9.805302367E0
2.759443217E1,-9.340576172E-2,1.434017944E-1,9.795480194E0,9.796975092E0
2.760445317E1,-9.041198730E-2,1.395098877E-1,9.789342957E0,9.790754458E0
2.761447417E1,-8.696914673E-2,1.413061523E-1,9.793983307E0,9.795388715E0
2.762449517E1,-8.951385498E-2,1.356179810E-1,9.802814941E0,9.804161654E0
2.763451617E1,-8.711883545E-2,1.350192261E-1,9.791887665E0,9.793206008E0
2.764453617E1,-9.310638428E-2,1.429527283E-1,9.802365875E0,9.803850317E0
2.765455617E1,-9.325607300E-2,1.396595764E-1,9.809251556E0,9.810688946E0
2.766457817E1,-9.355545044E-2,1.451980591E-1,9.797575836E0,9.799098293E0
2.767459917E1,-9.101074219E-2,1.377136230E-1,9.803114319E0,9.804503983E0
2.768462017E1,-9.924362183E-2,1.447489929E-1,9.802964630E0,9.804535538E0
2.769464117E1,-9.325607300E-2,1.517843628E-1,9.795629883E0,9.797249613E0
2.770466217E1,-9.669891357E-2,1.402583313E-1,9.797276459E0,9.798757528E0
2.771468317E1,-9.190887451E-2,1.387614441E-1,9.797426147E0,9.798839783E0
2.772470417E1,-9.160949707E-2,1.450483704E-1,9.791588287E0,9.793091060E0
2.773472517E1,-8.532257080E-2,1.422042847E-1,9.796528015E0,9.797931575E0
2.774474617E1,-8.801696777E-2,1.408570862E-1,9.801767120E0,9.803174302E0
2.775476717E1,-9.490264893E-2,1.339714050E-1,9.804760895E0,9.806135378E0
2.776478717E1,-9.804611206E-2,1.478924561E-1,9.804162140E0,9.805767715E0
2.777480917E1,-9.131011963E-2,1.505868530E-1,9.797875214E0,9.799457773E0
2.778482917E1,-9.550140381E-2,1.426533508E-1,9.797875214E0,9.799379021E0
2.779485017E1,-9.190887451E-2,1.413061523E-1,9.810299377E0,9.811747477E0
2.780487117E1,-8.921447754E-2,1.344204712E-1,9.802964630E0,9.804292102E0
2.781489217E1,-9.490264893E-2,1.429527283E-1,9.801617432E0,9.803119211E0
2.782491217E1,-9.310638428E-2,1.434017944E-1,9.794582062E0,9.796074246E0
2.783493317E1,-9.026229858E-2,1.416055298E-1,9.797725525E0,9.799164499E0
2.784495317E1,-9.759704590E-2,1.386117554E-1,9.802814941E0,9.804280656E0
2.785497417E1,-9.280700684E-2,1.416055298E-1,9.796378326E0,9.797841271E0
2.786499617E1,-9.565109253E-2,1.399589539E-1,9.795929260E0,9.797395966E0
2.787501717E1,-9.445358276E-2,1.459465027E-1,9.795031128E0,9.796573720E0
2.788503817E1,-8.741821289E-2,1.327738953E-1,9.802665253E0,9.803954147E0
2.789505917E1,-9.280700684E-2,1.423539734E-1,9.799521790E0,9.800995108E0
2.790508017E1,-8.771759033E-2,1.498384094E-1,9.804461517E0,9.805998754E0
2.791510117E1,-8.801696777E-2,1.425036621E-1,9.803114319E0,9.804545101E0
2.792512225E1,-9.175918579E-2,1.496887207E-1,9.796078949E0,9.797652231E0
2.793514225E1,-8.816665649E-2,1.528321838E-1,9.805209961E0,9.806797307E0
2.794516325E1,-8.906478882E-2,1.386117554E-1,9.798024902E0,9.799410071E0
2.795518425E1,-8.756790161E-2,1.393601990E-1,9.795031128E0,9.796413844E0
2.796520325E1,-8.487350464E-2,1.429527283E-1,9.803114319E0,9.804523922E0
2.797522425E1,-8.666976929E-2,1.360670471E-1,9.804760895E0,9.806088012E0
2.798524425E1,-9.340576172E-2,1.425036621E-1,9.795330505E0,9.796812320E0
2.799526425E1,-9.595046997E-2,1.444496155E-1,9.797875214E0,9.799409721E0
2.800528525E1,-8.951385498E-2,1.396595764E-1,9.803563385E0,9.804966730E0
2.801530525E1,-9.774673462E-2,1.450483704E-1,9.796977081E0,9.798538329E0
2.802532625E1,-9.939331055E-2,1.451980591E-1,9.791737976E0,9.793318850E0
2.803534625E1,-9.205856323E-2,1.423539734E-1,9.803713074E0,9.805178706E0
2.804536725E1,-9.415420532E-2,1.387614441E-1,9.789941711E0,9.791377761E0
2.805538825E1,-8.801696777E-2,1.453477478E-1,9.796528015E0,9.798001536E0
2.806540925E1,-9.220825195E-2,1.447489929E-1,9.799072723E0,9.800575538E0
2.807542925E1,-9.145980835E-2,1.396595764E-1,9.795480194E0,9.796902670E0
2.808545025E1,-8.262817383E-2,1.366658020E-1,9.786498871E0,9.787801853E0
2.809547125E1,-9.789642334E-2,1.490899658E-1,9.794432373E0,9.796056198E0
2.810549125E1,-8.831634521E-2,1.501377869E-1,9.796228638E0,9.797777128E0
2.811551125E1,-9.131011963E-2,1.453477478E-1,9.793534241E0,9.795038358E0
2.812553225E1,-9.056167603E-2,1.419049072E-1,9.793384552E0,9.794831260E0
2.813555325E1,-9.580078125E-2,1.448986816E-1,9.798174591E0,9.799714217E0
2.814557425E1,-9.056167603E-2,1.395098877E-1,9.801767120E0,9.803178215E0
2.815559625E1,-8.936416626E-2,1.348695374E-1,9.796677704E0,9.798013563E0
2.816561825E1,-9.669891357E-2,1.413061523E-1,9.807604980E0,9.809099529E0
2.817564025E1,-9.220825195E-2,1.372645569E-1,9.796977081E0,9.798372510E0
2.818566125E1,-8.128097534E-2,1.444496155E-1,9.802066498E0,9.803467750E0
2.819568325E1,-8.622070312E-2,1.466949463E-1,9.799671478E0,9.801148632E0
2.820570525E1,-8.622070312E-2,1.441502380E-1,9.794582062E0,9.796022206E0
2.821572725E1,-9.116043091E-2,1.383123779E-1,9.794582062E0,9.795982763E0
2.822574925E1,-9.235794067E-2,1.431024170E-1,9.799372101E0,9.800852099E0
2.823577025E1,-9.265731812E-2,1.466949463E-1,9.808203735E0,9.809738289E0
2.824579025E1,-9.205856323E-2,1.417552185E-1,9.794282684E0,9.795741045E0
2.825581125E1,-8.771759033E-2,1.408570862E-1,9.796977081E0,9.798382266E0
2.826583225E1,-8.846603394E-2,1.396595764E-1,9.796378326E0,9.797773183E0
2.827585225E1,-9.400451660E-2,1.407073975E-1,9.796528015E0,9.797989415E0
2.828587325E1,-8.487350464E-2,1.422042847E-1,9.795330505E0,9.796730336E0
2.829589425E1,-9.624984741E-2,1.318757629E-1,9.804461517E0,9.805820766E0
2.830591625E1,-9.086105347E-2,1.405577087E-1,9.795180817E0,9.796610609E0
2.831593725E1,-9.026229858E-2,1.416055298E-1,9.796827393E0,9.798266498E0
2.832595825E1,-9.295669556E-2,1.356179810E-1,9.794282684E0,9.795662636E0
2.833597925E1,-9.879455566E-2,1.420545959E-1,9.798773346E0,9.800300963E0
2.834600025E1,-9.565109253E-2,1.478924561E-1,9.790091400E0,9.791675594E0
2.835602125E1,-9.220825195E-2,1.335223389E-1,9.804611206E0,9.805953879E0
2.836604225E1,-8.741821289E-2,1.399589539E-1,9.805359650E0,9.806748101E0
2.837606325E1,-8.128097534E-2,1.422042847E-1,9.796228638E0,9.797597878E0
2.838608325E1,-9.430389404E-2,1.353186035E-1,9.800569611E0,9.801957409E0
2.839610425E1,-8.981323242E-2,1.463955688E-1,9.797875214E0,9.799380428E0
2.840612425E1,-9.056167603E-2,1.460961914E-1,9.797426147E0,9.798933852E0
2.841614425E1,-9.430389404E-2,1.378633118E-1,9.791887665E0,9.793312185E0
2.842616425E1,-9.190887451E-2,1.371148682E-1,9.795330505E0,9.796721260E0
2.843618525E1,-9.385482788E-2,1.399589539E-1,9.808353424E0,9.809800922E0
2.844620625E1,-8.681945801E-2,1.454974365E-1,9.802066498E0,9.803530729E0
2.845622625E1,-8.637039185E-2,1.365161133E-1,9.798773346E0,9.800104876E0
2.846624725E1,-9.250762939E-2,1.362167358E-1,9.800719299E0,9.802102399E0
2.847626725E1,-9.714797974E-2,1.463955688E-1,9.793085175E0,9.794661129E0
2.848628825E1,-9.131011963E-2,1.399589539E-1,9.791737976E0,9.793163873E0
2.849630925E1,-9.535171509E-2,1.487905884E-1,9.804162140E0,9.805754731E0
2.850632925E1,-9.116043091E-2,1.477427673E-1,9.792187042E0,9.793725809E0
2.851634925E1,-9.430389404E-2,1.332229614E-1,9.788594513E0,9.789955267E0
2.852637025E1,-8.756790161E-2,1.360670471E-1,9.786798248E0,9.788135794E0
2.853639025E1,-9.654922485E-2,1.429527283E-1,9.795929260E0,9.797448000E0
2.854641125E1,-9.325607300E-2,1.447489929E-1,9.797725525E0,9.799238462E0
2.855643125E1,-9.864486694E-2,1.399589539E-1,9.798473969E0,9.799969971E0
2.856645225E1,-8.816665649E-2,1.429527283E-1,9.797725525E0,9.799164980E0
2.857647325E1,-9.026229858E-2,1.538800049E-1,9.793983307E0,9.795607962E0
2.858649425E1,-8.622070312E-2,1.414558411E-1,9.798174591E0,9.799574944E0
2.859651525E1,-8.846603394E-2,1.481918335E-1,9.814340973E0,9.815858383E0
2.860653625E1,-9.175918579E-2,1.468446350E-1,9.798473969E0,9.800003837E0
2.861655825E1,-8.831634521E-2,1.377136230E-1,9.804760895E0,9.806125689E0
2.862657825E1,-8.801696777E-2,1.365161133E-1,9.797276459E0,9.798622844E0
2.863660025E1,-8.876541138E-2,1.398092651E-1,9.793983307E0,9.795383349E0
2.864662125E1,-8.906478882E-2,1.384620667E-1,9.794432373E0,9.795815933E0
2.865664225E1,-9.684860229E-2,1.396595764E-1,9.794132996E0,9.795607464E0
2.866666425E1,-9.400451660E-2,1.404080200E-1,9.799222412E0,9.800679116E0
2.867668525E1,-9.999206543E-2,1.369651794E-1,9.806706848E0,9.808172974E0
2.868670625E1,-8.921447754E-2,1.410067749E-1,9.802365875E0,9.803785947E0
2.869672725E1,-9.011260986E-2,1.474433899E-1,9.795929260E0,9.797453236E0
2.870674925E1,-9.190887451E-2,1.444496155E-1,9.796078949E0,9.797574991E0
2.871676925E1,-9.011260986E-2,1.437011719E-1,9.799671478E0,9.801139290E0
2.872679125E1,-9.101074219E-2,1.440005493E-1,9.793384552E0,9.794866007E0
2.873681325E1,-9.086105347E-2,1.432521057E-1,9.791887665E0,9.793356980E0
2.874683525E1,-9.175918579E-2,1.483415222E-1,9.784103851E0,9.785658543E0
2.875685625E1,-9.145980835E-2,1.413061523E-1,9.795929260E0,9.797375281E0
2.876687825E1,-8.861572266E-2,1.451980591E-1,9.792336731E0,9.793814062E0
2.877689925E1,-8.696914673E-2,1.411564636E-1,9.792336731E0,9.793740217E0
2.878692125E1,-9.175918579E-2,1.407073975E-1,9.797276459E0,9.798716463E0
2.879694225E1,-9.220825195E-2,1.411564636E-1,9.801168365E0,9.802618468E0
2.880696325E1,-9.430389404E-2,1.411564636E-1,9.797575836E0,9.799046415E0
2.881698525E1,-8.487350464E-2,1.375639343E-1,9.799970856E0,9.801303797E0
2.882700625E1,-8.786727905E-2,1.395098877E-1,9.796228638E0,9.797615995E0
2.883702825E1,-9.071136475E-2,1.392105103E-1,9.794582062E0,9.795991317E0
2.884704925E1,-8.173004150E-2,1.413061523E-1,9.797126770E0,9.798486627E0
2.885707125E1,-9.220825195E-2,1.425036621E-1,9.799222412E0,9.800692299E0
2.886709325E1,-9.684860229E-2,1.417552185E-1,9.794582062E0,9.796086563E0
2.887711425E1,-9.370513916E-2,1.413061523E-1,9.798773346E0,9.800240159E0
2.888713525E1,-9.370513916E-2,1.472937012E-1,9.804311829E0,9.805865924E0
2.889715525E1,-9.759704590E-2,1.437011719E-1,9.794731750E0,9.796272009E0
2.890717625E1,-1.010398865E-1,1.445993042E-1,9.795929260E0,9.797517445E0
2.891719625E1,-8.846603394E-2,1.437011719E-1,9.794432373E0,9.795885962E0
2.892721712E1,-8.861572266E-2,1.426533508E-1,9.806257782E0,9.807695673E0
2.893723713E1,-9.101074219E-2,1.447489929E-1,9.800868988E0,9.802360335E0
2.894725813E1,-9.026229858E-2,1.450483704E-1,9.802814941E0,9.804303498E0
2.895727912E1,-9.280700684E-2,1.444496155E-1,9.798923035E0,9.800427107E0
2.896730012E1,-8.831634521E-2,1.501377869E-1,9.805659027E0,9.807206029E0
2.897732212E1,-9.699829102E-2,1.435514832E-1,9.809700623E0,9.811230402E0
2.898734412E1,-9.624984741E-2,1.475930786E-1,9.800120544E0,9.801704466E0
2.899736512E1,-9.175918579E-2,1.431024170E-1,9.794582062E0,9.796057157E0
2.900738712E1,-9.205856323E-2,1.348695374E-1,9.801168365E0,9.802528546E0
2.901740812E1,-9.116043091E-2,1.350192261E-1,9.789941711E0,9.791297112E0
2.902742813E1,-8.861572266E-2,1.448986816E-1,9.797126770E0,9.798598947E0
2.903744912E1,-9.595046997E-2,1.463955688E-1,9.807455292E0,9.809017150E0
2.904747112E1,-9.265731812E-2,1.389111328E-1,9.804461517E0,9.805883302E0
2.905749212E1,-9.011260986E-2,1.453477478E-1,9.798324280E0,9.799816577E0
2.906751212E1,-9.235794067E-2,1.468446350E-1,9.802066498E0,9.803601428E0
2.907753313E1,-7.978408813E-2,1.457968140E-1,9.799521790E0,9.800931054E0
2.908755412E1,-8.786727905E-2,1.410067749E-1,9.790839844E0,9.792249405E0
2.909757613E1,-9.879455566E-2,1.399589539E-1,9.801767120E0,9.803264128E0
2.910759712E1,-8.876541138E-2,1.454974365E-1,9.811496887E0,9.812977121E0
2.911761812E1,-9.235794067E-2,1.404080200E-1,9.802814941E0,9.804255463E0
2.912764012E1,-8.996292114E-2,1.342707825E-1,9.802216187E0,9.803548548E0
2.913766112E1,-9.490264893E-2,1.437011719E-1,9.802814941E0,9.804327479E0
2.914768312E1,-9.565109253E-2,1.381626892E-1,9.801467743E0,9.802908139E0
2.915770412E1,-9.340576172E-2,1.389111328E-1,9.796528015E0,9.797958057E0
2.916772612E1,-9.056167603E-2,1.434017944E-1,9.799372101E0,9.800839712E0
2.917774613E1,-8.996292114E-2,1.431024170E-1,9.806257782E0,9.807714480E0
2.918776813E1,-9.265731812E-2,1.315763855E-1,9.785750427E0,9.787073574E0
2.919778912E1,-8.173004150E-2,1.481918335E-1,9.792486420E0,9.793948688E0
2.920781012E1,-9.430389404E-2,1.448986816E-1,9.792037354E0,9.793563416E0
2.921783112E1,-9.220825195E-2,1.413061523E-1,9.800419922E0,9.801872292E0
2.922785212E1,-9.011260986E-2,1.474433899E-1,9.797575836E0,9.799099556E0
2.923787313E1,-9.145980835E-2,1.603166199E-1,9.801916809E0,9.803654392E0
2.924789413E1,-9.580078125E-2,1.535806274E-1,9.799521790E0,9.801193402E0
2.925791412E1,-9.639953613E-2,1.474433899E-1,9.801168365E0,9.802751336E0
2.926793512E1,-9.325607300E-2,1.371148682E-1,9.796228638E0,9.797631995E0
2.927795512E1,-8.756790161E-2,1.441502380E-1,9.794731750E0,9.796183823E0
2.928797612E1,-8.726852417E-2,1.374142456E-1,9.792486420E0,9.793839326E0
2.929799812E1,-8.786727905E-2,1.413061523E-1,9.804311829E0,9.805723763E0
2.930801912E1,-9.385482788E-2,1.468446350E-1,9.803563385E0,9.805112295E0
2.931804012E1,-9.520202637E-2,1.380130005E-1,9.796078949E0,9.797513653E0
2.932806112E1,-9.101074219E-2,1.381626892E-1,9.804162140E0,9.805557972E0
2.933808112E1,-8.143066406E-2,1.416055298E-1,9.794881439E0,9.796243438E0
