"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.658097679E1,-9.490264893E-2,1.381626892E-1,9.805060272E0,9.806492869E0
1.659099779E1,-9.086105347E-2,1.395098877E-1,9.810598755E0,9.812011347E0
1.660101779E1,-9.804611206E-2,1.428030396E-1,9.801467743E0,9.802998300E0
1.661103879E1,-9.355545044E-2,1.496887207E-1,9.791737976E0,9.793328950E0
1.662105979E1,-8.532257080E-2,1.381626892E-1,9.794582062E0,9.795928064E0
1.663108079E1,-8.861572266E-2,1.390608215E-1,9.801767120E0,9.803154051E0
1.664110179E1,-8.741821289E-2,1.372645569E-1,9.803563385E0,9.804914000E0
1.665112279E1,-8.637039185E-2,1.383123779E-1,9.797276459E0,9.798633383E0
1.666114279E1,-8.592132568E-2,1.451980591E-1,9.792037354E0,9.793490720E0
1.667116479E1,-8.726852417E-2,1.407073975E-1,9.798773346E0,9.800172113E0
1.668118479E1,-9.714797974E-2,1.447489929E-1,9.796827393E0,9.798378282E0
1.669120779E1,-9.550140381E-2,1.471440125E-1,9.804461517E0,9.806030671E0
1.670122879E1,-9.071136475E-2,1.492396545E-1,9.801467743E0,9.803023561E0
1.671125079E1,-9.759704590E-2,1.486408997E-1,9.800120544E0,9.801733621E0
1.672127179E1,-9.131011963E-2,1.417552185E-1,9.793683929E0,9.795135374E0
1.673129279E1,-9.774673462E-2,1.483415222E-1,9.795480194E0,9.797090990E0
1.674131379E1,-9.086105347E-2,1.432521057E-1,9.792187042E0,9.793656312E0
1.675133479E1,-8.921447754E-2,1.499880981E-1,9.809850311E0,9.811402488E0
1.676135579E1,-8.158035278E-2,1.435514832E-1,9.805060272E0,9.806450394E0
1.677137579E1,-9.101074219E-2,1.465452576E-1,9.799372101E0,9.800890370E0
1.678139579E1,-8.532257080E-2,1.384620667E-1,9.798623657E0,9.799973330E0
1.679141679E1,-9.475296021E-2,1.407073975E-1,9.798923035E0,9.800391285E0
1.680143679E1,-9.325607300E-2,1.492396545E-1,9.799970856E0,9.801550793E0
1.681145779E1,-9.071136475E-2,1.516346741E-1,9.795330505E0,9.796924075E0
1.682147779E1,-8.921447754E-2,1.471440125E-1,9.799970856E0,9.801481488E0
1.683149979E1,-8.577163696E-2,1.405577087E-1,9.795480194E0,9.796864063E0
1.684152079E1,-8.936416626E-2,1.416055298E-1,9.802365875E0,9.803795940E0
1.685154179E1,-9.355545044E-2,1.390608215E-1,9.799072723E0,9.800505945E0
1.686156179E1,-9.804611206E-2,1.471440125E-1,9.805659027E0,9.807253099E0
1.687158279E1,-9.235794067E-2,1.387614441E-1,9.802814941E0,9.804232020E0
1.688160279E1,-8.966354370E-2,1.451980591E-1,9.800719299E0,9.802204895E0
1.689162379E1,-9.729766846E-2,1.431024170E-1,9.803114319E0,9.804641528E0
1.690164379E1,-8.786727905E-2,1.448986816E-1,9.797725525E0,9.799190872E0
1.691166425E1,-8.562194824E-2,1.475930786E-1,9.793683929E0,9.795170225E0
1.692168425E1,-9.385482788E-2,1.468446350E-1,9.798773346E0,9.800323013E0
1.693170425E1,-8.801696777E-2,1.442999268E-1,9.804162140E0,9.805619038E0
1.694172525E1,-9.550140381E-2,1.499880981E-1,9.806407471E0,9.808019394E0
1.695174625E1,-8.816665649E-2,1.462458801E-1,9.799222412E0,9.800710234E0
1.696176625E1,-9.385482788E-2,1.445993042E-1,9.811197510E0,9.812711871E0
1.697178625E1,-9.370513916E-2,1.408570862E-1,9.806108093E0,9.807567349E0
1.698180725E1,-9.235794067E-2,1.489402771E-1,9.803264008E0,9.804830360E0
1.699182725E1,-8.981323242E-2,1.401086426E-1,9.810598755E0,9.812010231E0
1.700184825E1,-8.801696777E-2,1.420545959E-1,9.800270233E0,9.801694911E0
1.701186825E1,-7.993377686E-2,1.371148682E-1,9.790390778E0,9.791677153E0
1.702188925E1,-8.936416626E-2,1.490899658E-1,9.792187042E0,9.793729670E0
1.703190925E1,-1.061293030E-1,1.507365417E-1,9.815688171E0,9.817419173E0
1.704193025E1,-8.337661743E-2,1.453477478E-1,9.798773346E0,9.800205953E0
1.705195125E1,-8.517288208E-2,1.487905884E-1,9.797575836E0,9.799075738E0
1.706197225E1,-9.580078125E-2,1.378633118E-1,9.801318054E0,9.802755719E0
1.707199325E1,-8.786727905E-2,1.459465027E-1,9.797575836E0,9.799056756E0
1.708201525E1,-8.711883545E-2,1.448986816E-1,9.813442841E0,9.814899169E0
1.709203625E1,-8.592132568E-2,1.368154907E-1,9.808503113E0,9.809833549E0
1.710205725E1,-8.921447754E-2,1.423539734E-1,9.796977081E0,9.798417413E0
1.711207925E1,-8.547225952E-2,1.490899658E-1,9.799521790E0,9.801028550E0
1.712210025E1,-8.936416626E-2,1.404080200E-1,9.801318054E0,9.802731046E0
1.713212225E1,-9.205856323E-2,1.437011719E-1,9.794432373E0,9.795919064E0
1.714214325E1,-9.430389404E-2,1.440005493E-1,9.803563385E0,9.805074422E0
1.715216525E1,-9.101074219E-2,1.414558411E-1,9.808952179E0,9.810394261E0
1.716218625E1,-8.771759033E-2,1.478924561E-1,9.802665253E0,9.804173224E0
1.717220825E1,-9.460327148E-2,1.502874756E-1,9.791588287E0,9.793198522E0
1.718223025E1,-9.684860229E-2,1.419049072E-1,9.790390778E0,9.791898091E0
1.719225125E1,-8.831634521E-2,1.486408997E-1,9.797725525E0,9.799250959E0
1.720227325E1,-8.771759033E-2,1.312770081E-1,9.806108093E0,9.807379057E0
1.721229425E1,-9.535171509E-2,1.416055298E-1,9.807006226E0,9.808491993E0
1.722231525E1,-1.002914429E-1,1.528321838E-1,9.811047821E0,9.812750654E0
1.723233625E1,-8.936416626E-2,1.471440125E-1,9.803264008E0,9.804775495E0
1.724235825E1,-8.906478882E-2,1.438508606E-1,9.803713074E0,9.805172902E0
1.725237925E1,-9.056167603E-2,1.425036621E-1,9.796977081E0,9.798431948E0
1.726240125E1,-8.637039185E-2,1.457968140E-1,9.809700623E0,9.811164195E0
1.727242225E1,-9.654922485E-2,1.395098877E-1,9.808952179E0,9.810419339E0
1.728244325E1,-8.128097534E-2,1.384620667E-1,9.803713074E0,9.805027709E0
1.729246525E1,-9.116043091E-2,1.411564636E-1,9.799821167E0,9.801261668E0
1.730248625E1,-9.804611206E-2,1.432521057E-1,9.806856537E0,9.808392801E0
1.731250725E1,-9.190887451E-2,1.447489929E-1,9.789792023E0,9.791293447E0
1.732252825E1,-9.954299927E-2,1.320254517E-1,9.804461517E0,9.805855657E0
1.733255025E1,-8.891510010E-2,1.504371643E-1,9.790091400E0,9.791650875E0
1.734257125E1,-9.924362183E-2,1.478924561E-1,9.786199493E0,9.787820084E0
1.735259325E1,-9.490264893E-2,1.532812500E-1,9.786049805E0,9.787710275E0
1.736261425E1,-8.966354370E-2,1.544787598E-1,9.799671478E0,9.801299114E0
1.737263525E1,-9.295669556E-2,1.374142456E-1,9.800419922E0,9.801824028E0
1.738265725E1,-9.071136475E-2,1.442999268E-1,9.793234863E0,9.794717970E0
1.739267825E1,-9.265731812E-2,1.378633118E-1,9.796228638E0,9.797636817E0
1.740269925E1,-9.864486694E-2,1.483415222E-1,9.796977081E0,9.798596632E0
1.741272025E1,-9.355545044E-2,1.318757629E-1,9.801318054E0,9.802651653E0
1.742274125E1,-9.071136475E-2,1.450483704E-1,9.802066498E0,9.803559313E0
1.743276325E1,-7.888595581E-2,1.402583313E-1,9.796977081E0,9.798298593E0
1.744278425E1,-8.951385498E-2,1.499880981E-1,9.800868988E0,9.802425316E0
1.745280525E1,-8.786727905E-2,1.474433899E-1,9.800120544E0,9.801623483E0
1.746282625E1,-9.116043091E-2,1.499880981E-1,9.803713074E0,9.805284121E0
1.747284625E1,-9.325607300E-2,1.462458801E-1,9.811047821E0,9.812580899E0
1.748286825E1,-9.400451660E-2,1.425036621E-1,9.804760895E0,9.806247006E0
1.749288925E1,-9.445358276E-2,1.332229614E-1,9.806407471E0,9.807767193E0
1.750291025E1,-8.846603394E-2,1.477427673E-1,9.803862762E0,9.805375017E0
1.751293125E1,-8.607101440E-2,1.469943237E-1,9.800270233E0,9.801750466E0
1.752295125E1,-9.190887451E-2,1.507365417E-1,9.794881439E0,9.796472383E0
1.753297225E1,-8.158035278E-2,1.440005493E-1,9.803114319E0,9.804511301E0
1.754299325E1,-9.370513916E-2,1.492396545E-1,9.806706848E0,9.808289980E0
1.755301425E1,-8.801696777E-2,1.459465027E-1,9.800868988E0,9.802350753E0
1.756303625E1,-8.652008057E-2,1.372645569E-1,9.801767120E0,9.803110015E0
1.757305725E1,-9.535171509E-2,1.419049072E-1,9.806557159E0,9.808047322E0
1.758307825E1,-9.280700684E-2,1.451980591E-1,9.804311829E0,9.805826128E0
1.759309925E1,-9.131011963E-2,1.472937012E-1,9.798174591E0,9.799707051E0
1.760312025E1,-8.562194824E-2,1.393601990E-1,9.798024902E0,9.799390000E0
1.761314125E1,-8.666976929E-2,1.434017944E-1,9.811796265E0,9.813226873E0
1.762316125E1,-8.547225952E-2,1.422042847E-1,9.802066498E0,9.803470569E0
1.763318225E1,-8.996292114E-2,1.426533508E-1,9.807904358E0,9.809354270E0
1.764320325E1,-9.804611206E-2,1.498384094E-1,9.802216187E0,9.803851629E0
1.765322425E1,-8.981323242E-2,1.456471252E-1,9.803413696E0,9.804906915E0
1.766324525E1,-9.280700684E-2,1.395098877E-1,9.800719299E0,9.802151546E0
1.767326625E1,-8.921447754E-2,1.448986816E-1,9.794282684E0,9.795760723E0
1.768328825E1,-9.624984741E-2,1.395098877E-1,9.806557159E0,9.808021735E0
1.769330925E1,-9.280700684E-2,1.381626892E-1,9.797875214E0,9.799288789E0
1.770333025E1,-8.981323242E-2,1.484912109E-1,9.808652802E0,9.810187859E0
1.771335225E1,-8.652008057E-2,1.374142456E-1,9.800120544E0,9.801465762E0
1.772337225E1,-9.160949707E-2,1.335223389E-1,9.806856537E0,9.808193292E0
1.773339325E1,-8.382568359E-2,1.459465027E-1,9.798174591E0,9.799620015E0
1.774341425E1,-9.220825195E-2,1.478924561E-1,9.799671478E0,9.801221129E0
1.775343425E1,-9.116043091E-2,1.411564636E-1,9.807006226E0,9.808445671E0
1.776345525E1,-9.355545044E-2,1.371148682E-1,9.793833618E0,9.795240173E0
1.777347625E1,-9.550140381E-2,1.466949463E-1,9.797426147E0,9.798989695E0
1.778349625E1,-8.966354370E-2,1.465452576E-1,9.807455292E0,9.808959902E0
1.779351725E1,-9.160949707E-2,1.431024170E-1,9.805209961E0,9.806682058E0
1.780353825E1,-8.756790161E-2,1.402583313E-1,9.804611206E0,9.806005376E0
1.781356025E1,-9.131011963E-2,1.441502380E-1,9.806856537E0,9.808340938E0
1.782358025E1,-8.981323242E-2,1.459465027E-1,9.799821167E0,9.801319386E0
1.783360225E1,-8.681945801E-2,1.437011719E-1,9.804012451E0,9.805449902E0
1.784362325E1,-9.340576172E-2,1.445993042E-1,9.795031128E0,9.796543696E0
1.785364425E1,-9.430389404E-2,1.384620667E-1,9.797875214E0,9.799307306E0
1.786366525E1,-9.535171509E-2,1.431024170E-1,9.802066498E0,9.803574750E0
1.787368625E1,-9.595046997E-2,1.465452576E-1,9.800719299E0,9.802284468E0
1.788370725E1,-8.846603394E-2,1.380130005E-1,9.795929260E0,9.797300848E0
1.789372825E1,-9.041198730E-2,1.448986816E-1,9.796827393E0,9.798316024E0
1.790374925E1,-8.861572266E-2,1.350192261E-1,9.801617432E0,9.802947884E0
1.791377062E1,-8.696914673E-2,1.416055298E-1,9.800270233E0,9.801679060E0
1.792379162E1,-9.235794067E-2,1.487905884E-1,9.793683929E0,9.795249539E0
1.793381263E1,-8.981323242E-2,1.462458801E-1,9.801467743E0,9.802970172E0
1.794383262E1,-8.786727905E-2,1.419049072E-1,9.806257782E0,9.807678081E0
1.795385262E1,-8.891510010E-2,1.466949463E-1,9.802515564E0,9.804016355E0
1.796387363E1,-9.325607300E-2,1.448986816E-1,9.802665253E0,9.804179638E0
1.797389462E1,-9.175918579E-2,1.468446350E-1,9.803862762E0,9.805391790E0
1.798391562E1,-9.729766846E-2,1.383123779E-1,9.794132996E0,9.795592799E0
1.799393662E1,-9.924362183E-2,1.368154907E-1,9.801767120E0,9.803224289E0
1.800395762E1,-9.011260986E-2,1.429527283E-1,9.801767120E0,9.803223676E0
1.801397762E1,-9.684860229E-2,1.396595764E-1,9.790241089E0,9.791716143E0
1.802399862E1,-8.981323242E-2,1.457968140E-1,9.794582062E0,9.796078853E0
1.803401962E1,-8.696914673E-2,1.499880981E-1,9.794582062E0,9.796116467E0
1.804404062E1,-8.622070312E-2,1.416055298E-1,9.798174591E0,9.799577106E0
1.805406163E1,-1.010398865E-1,1.405577087E-1,9.805509338E0,9.807037214E0
1.806408263E1,-9.071136475E-2,1.432521057E-1,9.795031128E0,9.796498584E0
1.807410463E1,-8.951385498E-2,1.368154907E-1,9.798923035E0,9.800286927E0
1.808412562E1,-9.101074219E-2,1.444496155E-1,9.796677704E0,9.798165271E0
1.809414662E1,-9.011260986E-2,1.378633118E-1,9.789193268E0,9.790578707E0
1.810416762E1,-9.475296021E-2,1.463955688E-1,9.795929260E0,9.797481302E0
1.811418862E1,-9.116043091E-2,1.432521057E-1,9.801018677E0,9.802489403E0
1.812420963E1,-8.861572266E-2,1.428030396E-1,9.800120544E0,9.801561515E0
1.813423063E1,-8.666976929E-2,1.414558411E-1,9.807904358E0,9.809307279E0
1.814425162E1,-9.220825195E-2,1.386117554E-1,9.804311829E0,9.805725165E0
1.815427162E1,-9.654922485E-2,1.440005493E-1,9.790989532E0,9.792524390E0
1.816429162E1,-8.936416626E-2,1.425036621E-1,9.797126770E0,9.798570620E0
1.817431262E1,-9.385482788E-2,1.440005493E-1,9.796827393E0,9.798335157E0
1.818433362E1,-8.592132568E-2,1.453477478E-1,9.808353424E0,9.809806590E0
1.819435462E1,-9.280700684E-2,1.440005493E-1,9.814640350E0,9.816135416E0
1.820437563E1,-8.816665649E-2,1.362167358E-1,9.808054047E0,9.809396135E0
1.821439562E1,-8.906478882E-2,1.426533508E-1,9.803114319E0,9.804556740E0
1.822441662E1,-8.906478882E-2,1.404080200E-1,9.793534241E0,9.794945629E0
1.823443762E1,-9.041198730E-2,1.444496155E-1,9.807604980E0,9.809085353E0
1.824445863E1,-9.235794067E-2,1.383123779E-1,9.792037354E0,9.793449639E0
1.825447963E1,-9.475296021E-2,1.398092651E-1,9.791737976E0,9.793194440E0
1.826450062E1,-8.232879639E-2,1.495390320E-1,9.798923035E0,9.800409818E0
1.827452162E1,-8.307723999E-2,1.483415222E-1,9.798773346E0,9.800248268E0
1.828454262E1,-9.340576172E-2,1.462458801E-1,9.799521790E0,9.801058096E0
1.829456263E1,-9.220825195E-2,1.432521057E-1,9.802814941E0,9.804295197E0
1.830458362E1,-9.430389404E-2,1.434017944E-1,9.793534241E0,9.795038041E0
1.831460462E1,-8.786727905E-2,1.454974365E-1,9.796078949E0,9.797553416E0
1.832462562E1,-9.595046997E-2,1.423539734E-1,9.792336731E0,9.793841422E0
1.833464762E1,-8.831634521E-2,1.462458801E-1,9.807006226E0,9.808494214E0
1.834466862E1,-9.325607300E-2,1.454974365E-1,9.796827393E0,9.798351553E0
1.835469062E1,-8.756790161E-2,1.326242065E-1,9.802964630E0,9.804252794E0
1.836471163E1,-9.116043091E-2,1.448986816E-1,9.798923035E0,9.800418281E0
1.837473263E1,-9.415420532E-2,1.483415222E-1,9.797276459E0,9.798851781E0
1.838475463E1,-9.310638428E-2,1.437011719E-1,9.804910583E0,9.806405579E0
1.839477663E1,-9.355545044E-2,1.442999268E-1,9.792037354E0,9.793547397E0
1.840479763E1,-8.951385498E-2,1.460961914E-1,9.795480194E0,9.796978568E0
1.841481862E1,-9.101074219E-2,1.505868530E-1,9.796677704E0,9.798257671E0
1.842483962E1,-9.580078125E-2,1.492396545E-1,9.805808716E0,9.807412239E0
1.843486062E1,-9.295669556E-2,1.416055298E-1,9.799671478E0,9.801135350E0
1.844488163E1,-9.131011963E-2,1.383123779E-1,9.806856537E0,9.808256878E0
1.845490263E1,-8.771759033E-2,1.465452576E-1,9.799372101E0,9.800860343E0
1.846492362E1,-9.235794067E-2,1.401086426E-1,9.805958405E0,9.807394183E0
1.847494462E1,-9.565109253E-2,1.444496155E-1,9.795629883E0,9.797161815E0
1.848496562E1,-9.011260986E-2,1.463955688E-1,9.799821167E0,9.801328831E0
1.849498662E1,-8.696914673E-2,1.389111328E-1,9.799970856E0,9.801341169E0
1.850500862E1,-9.131011963E-2,1.404080200E-1,9.802665253E0,9.804095981E0
1.851502963E1,-8.876541138E-2,1.408570862E-1,9.812694397E0,9.814106752E0
1.852505063E1,-8.681945801E-2,1.447489929E-1,9.799521790E0,9.800975318E0
1.853507263E1,-8.292755127E-2,1.350192261E-1,9.796977081E0,9.798258371E0
1.854509362E1,-9.669891357E-2,1.375639343E-1,9.797875214E0,9.799317998E0
1.855511462E1,-9.295669556E-2,1.487905884E-1,9.800719299E0,9.802289445E0
1.856513562E1,-8.981323242E-2,1.366658020E-1,9.799222412E0,9.800586913E0
1.857515762E1,-9.190887451E-2,1.468446350E-1,9.811646576E0,9.813175792E0
1.858517962E1,-9.969268799E-2,1.471440125E-1,9.801018677E0,9.802630111E0
1.859520162E1,-9.220825195E-2,1.365161133E-1,9.797575836E0,9.798960724E0
1.860522362E1,-9.550140381E-2,1.481918335E-1,9.806856537E0,9.808441083E0
1.861524562E1,-8.936416626E-2,1.416055298E-1,9.803413696E0,9.804843608E0
1.862526863E1,-8.906478882E-2,1.303788757E-1,9.796977081E0,9.798249391E0
1.863528963E1,-9.145980835E-2,1.387614441E-1,9.805659027E0,9.807067278E0
1.864531163E1,-8.292755127E-2,1.393601990E-1,9.793085175E0,9.794427777E0
1.865533262E1,-8.397537231E-2,1.437011719E-1,9.804162140E0,9.805574800E0
1.866535362E1,-9.071136475E-2,1.423539734E-1,9.810149689E0,9.811601812E0
1.867537462E1,-9.280700684E-2,1.366658020E-1,9.800270233E0,9.801662478E0
1.868539562E1,-9.385482788E-2,1.411564636E-1,9.802814941E0,9.804280425E0
1.869541663E1,-9.565109253E-2,1.408570862E-1,9.797426147E0,9.798905498E0
1.870543763E1,-9.145980835E-2,1.438508606E-1,9.798473969E0,9.799956637E0
1.871545862E1,-9.116043091E-2,1.480421448E-1,9.795629883E0,9.797172628E0
1.872547962E1,-8.532257080E-2,1.353186035E-1,9.814790039E0,9.816093652E0
1.873550062E1,-8.472381592E-2,1.324745178E-1,9.803114319E0,9.804375450E0
1.874552162E1,-9.280700684E-2,1.303788757E-1,9.803264008E0,9.804570210E0
1.875554362E1,-8.592132568E-2,1.428030396E-1,9.798923035E0,9.800340189E0
1.876556463E1,-9.505233765E-2,1.420545959E-1,9.804162140E0,9.805651927E0
1.877558563E1,-9.624984741E-2,1.405577087E-1,9.795180817E0,9.796662071E0
1.878560662E1,-8.756790161E-2,1.399589539E-1,9.796528015E0,9.797919054E0
1.879562862E1,-9.265731812E-2,1.380130005E-1,9.806856537E0,9.808265295E0
1.880564962E1,-9.774673462E-2,1.389111328E-1,9.809401245E0,9.810871700E0
1.881567162E1,-9.175918579E-2,1.405577087E-1,9.797276459E0,9.798714315E0
1.882569262E1,-9.205856323E-2,1.413061523E-1,9.794881439E0,9.796333223E0
1.883571462E1,-9.924362183E-2,1.419049072E-1,9.794432373E0,9.795963036E0
1.884573562E1,-9.415420532E-2,1.474433899E-1,9.790839844E0,9.792402637E0
1.885575662E1,-8.996292114E-2,1.393601990E-1,9.807006226E0,9.808408928E0
1.886577862E1,-8.292755127E-2,1.381626892E-1,9.789492645E0,9.790818769E0
1.887580062E1,-8.247848511E-2,1.435514832E-1,9.801467743E0,9.802865889E0
1.888582262E1,-8.726852417E-2,1.432521057E-1,9.802066498E0,9.803501649E0
1.889584462E1,-9.535171509E-2,1.402583313E-1,9.806557159E0,9.808023637E0
1.890586562E1,-9.205856323E-2,1.428030396E-1,9.802066498E0,9.803538908E0
1.891588712E1,-9.595046997E-2,1.420545959E-1,9.798923035E0,9.800422371E0
1.892590912E1,-8.861572266E-2,1.457968140E-1,9.811347198E0,9.812830545E0
1.893593013E1,-9.325607300E-2,1.419049072E-1,9.809401245E0,9.810870832E0
1.894595113E1,-9.610015869E-2,1.333726501E-1,9.794731750E0,9.796111145E0
1.895597212E1,-8.966354370E-2,1.347198486E-1,9.801617432E0,9.802953293E0
1.896599312E1,-9.011260986E-2,1.378633118E-1,9.793683929E0,9.795068733E0
1.897601412E1,-9.131011963E-2,1.381626892E-1,9.796677704E0,9.798077388E0
1.898603413E1,-9.235794067E-2,1.465452576E-1,9.801916809E0,9.803447283E0
1.899605412E1,-8.696914673E-2,1.416055298E-1,9.798024902E0,9.799434052E0
1.900607512E1,-8.891510010E-2,1.386117554E-1,9.801018677E0,9.802402064E0
1.901609613E1,-8.966354370E-2,1.429527283E-1,9.804910583E0,9.806362556E0
1.902611713E1,-9.250762939E-2,1.401086426E-1,9.790839844E0,9.792279251E0
1.903613913E1,-9.280700684E-2,1.525328064E-1,9.804012451E0,9.805638151E0
1.904616113E1,-8.577163696E-2,1.411564636E-1,9.798923035E0,9.800315024E0
1.905618312E1,-9.520202637E-2,1.437011719E-1,9.792486420E0,9.794003458E0
1.906620413E1,-8.562194824E-2,1.417552185E-1,9.804760895E0,9.806159384E0
1.907622613E1,-9.729766846E-2,1.396595764E-1,9.795180817E0,9.796659577E0
1.908624912E1,-9.490264893E-2,1.445993042E-1,9.793384552E0,9.794911764E0
1.909627112E1,-8.846603394E-2,1.417552185E-1,9.803563385E0,9.804987293E0
1.910629212E1,-9.430389404E-2,1.440005493E-1,9.802216187E0,9.803727431E0
1.911631412E1,-9.041198730E-2,1.386117554E-1,9.796677704E0,9.798075402E0
1.912633612E1,-8.981323242E-2,1.341210938E-1,9.798174591E0,9.799504079E0
1.913635712E1,-8.876541138E-2,1.311273193E-1,9.802066498E0,9.803345414E0
1.914637912E1,-9.116043091E-2,1.333726501E-1,9.794582062E0,9.795914263E0
1.915640013E1,-9.160949707E-2,1.387614441E-1,9.802814941E0,9.804224998E0
1.916642113E1,-9.460327148E-2,1.365161133E-1,9.796977081E0,9.798384885E0
1.917644313E1,-9.160949707E-2,1.363664246E-1,9.796528015E0,9.797905350E0
1.918646412E1,-8.921447754E-2,1.372645569E-1,9.798923035E0,9.800290476E0
1.919648613E1,-8.666976929E-2,1.411564636E-1,9.802066498E0,9.803465939E0
1.920650712E1,-8.547225952E-2,1.459465027E-1,9.802066498E0,9.803525566E0
1.921652812E1,-8.996292114E-2,1.390608215E-1,9.813442841E0,9.814840377E0
1.922655012E1,-9.235794067E-2,1.414558411E-1,9.802964630E0,9.804420191E0
1.923657112E1,-8.861572266E-2,1.437011719E-1,9.795779572E0,9.797234313E0
1.924659212E1,-9.699829102E-2,1.393601990E-1,9.796228638E0,9.797700008E0
1.925661313E1,-9.939331055E-2,1.372645569E-1,9.805359650E0,9.806824076E0
1.926663513E1,-9.235794067E-2,1.465452576E-1,9.805509338E0,9.807039252E0
1.927665712E1,-9.295669556E-2,1.371148682E-1,9.798024902E0,9.799425158E0
1.928667912E1,-8.801696777E-2,1.399589539E-1,9.790839844E0,9.792235717E0
1.929670013E1,-8.876541138E-2,1.408570862E-1,9.797126770E0,9.798541369E0
1.930672212E1,-9.175918579E-2,1.389111328E-1,9.799072723E0,9.800486839E0
1.931674313E1,-8.547225952E-2,1.504371643E-1,9.802216187E0,9.803743112E0
1.932676412E1,-8.562194824E-2,1.466949463E-1,9.801018677E0,9.802490379E0
1.933678512E1,-9.340576172E-2,1.460961914E-1,9.796378326E0,9.797912892E0
1.934680612E1,-9.325607300E-2,1.437011719E-1,9.804461517E0,9.805958004E0
1.935682712E1,-8.681945801E-2,1.390608215E-1,9.797875214E0,9.799246616E0
1.936684813E1,-9.026229858E-2,1.366658020E-1,9.797725525E0,9.799094360E0
1.937686913E1,-8.876541138E-2,1.445993042E-1,9.799072723E0,9.800541541E0
1.938689012E1,-9.071136475E-2,1.395098877E-1,9.804012451E0,9.805424606E0
1.939691212E1,-8.846603394E-2,1.365161133E-1,9.806257782E0,9.807606975E0
1.940693412E1,-9.610015869E-2,1.413061523E-1,9.791588287E0,9.793079386E0
1.941695512E1,-9.415420532E-2,1.398092651E-1,9.807305603E0,9.808753990E0
1.942697813E1,-9.235794067E-2,1.510359192E-1,9.805808716E0,9.807406712E0
1.943699912E1,-9.250762939E-2,1.532812500E-1,9.800569611E0,9.802204726E0
1.944702113E1,-8.592132568E-2,1.471440125E-1,9.796528015E0,9.798009746E0
1.945704313E1,-9.041198730E-2,1.451980591E-1,9.799372101E0,9.800864777E0
1.946706513E1,-8.936416626E-2,1.413061523E-1,9.798923035E0,9.800349281E0
1.947708713E1,-9.220825195E-2,1.359173584E-1,9.799671478E0,9.801047749E0
1.948710813E1,-8.696914673E-2,1.447489929E-1,9.795180817E0,9.796636317E0
1.949712912E1,-9.026229858E-2,1.465452576E-1,9.804611206E0,9.806121746E0
1.950715012E1,-8.696914673E-2,1.356179810E-1,9.795180817E0,9.796505658E0
